央视频道,#genre#
CCTV1,http://58.32.33.197:4022/rtp/239.45.3.145:5140
CCTV1,http://49.77.104.34:8554/rtp/239.49.8.129:6000
CCTV1,http://49.77.104.34:8554/rtp/239.49.8.19:9614
CCTV1,http://171.113.209.201:4022/rtp/239.254.96.96:8550
CCTV1,http://111.162.205.163:8686/rtp/225.1.1.120:5002
CCTV1,http://114.241.218.75:4022/rtp/239.3.1.129:8008
CCTV1,http://114.241.254.251:4022/rtp/239.3.1.129:8008
CCTV1,http://114.254.33.106:8888/rtp/239.3.1.129:8008
CCTV1,http://221.219.96.190:4022/rtp/239.3.1.129:8008
CCTV1,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225812/index.m3u8
CCTV2,http://112.123.243.37:50085/tsfile/live/0002_1.m3u8
CCTV2,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225923/index.m3u8
CCTV2,http://58.32.33.197:4022/rtp/239.45.3.208:5140
CCTV2,http://49.77.104.34:8554/rtp/239.49.8.130:6000
CCTV2,http://49.77.104.34:8554/rtp/239.49.8.50:9802
CCTV2,http://171.113.209.201:4022/rtp/239.69.1.102:10250
CCTV2,http://111.162.205.163:8686/rtp/225.1.1.133:5002
CCTV2,http://114.241.218.75:4022/rtp/239.3.1.60:8084
CCTV2,http://114.241.254.251:4022/rtp/239.3.1.60:8084
CCTV2,http://114.254.33.106:8888/rtp/239.3.1.60:8084
CCTV2,http://221.219.96.190:4022/rtp/239.3.1.60:8084
CCTV3,http://58.32.33.197:4022/rtp/239.45.1.68:5140
CCTV3,http://49.77.104.34:8554/rtp/239.49.1.3:6000
CCTV3,http://171.113.209.201:4022/rtp/239.69.1.122:10370
CCTV3,http://111.162.205.163:8686/rtp/225.1.1.158:5002
CCTV3,http://114.241.218.75:4022/rtp/239.3.1.172:8001
CCTV3,http://114.241.254.251:4022/rtp/239.3.1.172:8001
CCTV3,http://114.254.33.106:8888/rtp/239.3.1.172:8001
CCTV3,http://221.219.96.190:4022/rtp/239.3.1.172:8001
CCTV4,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225802/index.m3u8
CCTV4,http://58.32.33.197:4022/rtp/239.45.0.2:5140
CCTV4,http://49.77.104.34:8554/rtp/239.49.8.131:6000
CCTV4,http://171.113.209.201:4022/rtp/239.69.1.138:10466
CCTV4,http://111.162.205.163:8686/rtp/225.1.1.150:5002
CCTV4,http://114.241.218.75:4022/rtp/239.3.1.105:8092
CCTV4,http://114.241.254.251:4022/rtp/239.3.1.105:8092
CCTV4,http://114.254.33.106:8888/rtp/239.3.1.105:8092
CCTV4,http://221.219.96.190:4022/rtp/239.3.1.105:8092
CCTV5,http://112.123.243.37:50085/tsfile/live/0005_1.m3u8
CCTV5,http://58.32.33.197:4022/rtp/239.45.1.69:5140
CCTV5,http://49.77.104.34:8554/rtp/239.49.1.5:6000
CCTV5,http://171.113.209.201:4022/rtp/239.69.1.123:10376
CCTV5,http://111.162.205.163:8686/rtp/225.1.1.160:5002
CCTV5,http://114.241.218.75:4022/rtp/239.3.1.173:8001
CCTV5,http://114.241.254.251:4022/rtp/239.3.1.173:8001
CCTV5,http://114.254.33.106:8888/rtp/239.3.1.173:8001
CCTV5,http://221.219.96.190:4022/rtp/239.3.1.173:8001
CCTV5+,http://rustdesk.szsun.xyz:8088/udp/239.77.0.87:5146
CCTV5+,http://112.123.243.37:50085/tsfile/live/0006_1.m3u8
CCTV5+,http://49.77.104.34:8554/rtp/239.49.8.18:9610
CCTV5+,http://171.113.209.201:4022/rtp/239.254.96.234:9484
CCTV5+,http://111.162.205.163:8686/rtp/225.1.1.121:5002
CCTV5+,http://114.241.218.75:4022/rtp/239.3.1.130:8004
CCTV5+,http://114.241.254.251:4022/rtp/239.3.1.130:8004
CCTV5+,http://114.254.33.106:8888/rtp/239.3.1.130:8004
CCTV5+,http://221.219.96.190:4022/rtp/239.3.1.130:8004
CCTV5+,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225821/index.m3u8
CCTV6,http://58.32.33.197:4022/rtp/239.45.1.70:5140
CCTV6,http://49.77.104.34:8554/rtp/239.49.1.6:6000
CCTV6,http://171.113.209.201:4022/rtp/239.69.1.124:10382
CCTV6,http://111.162.205.163:8686/rtp/225.1.1.195:5002
CCTV6,http://114.241.218.75:4022/rtp/239.3.1.174:8001
CCTV6,http://114.241.254.251:4022/rtp/239.3.1.174:8001
CCTV6,http://114.254.33.106:8888/rtp/239.3.1.174:8001
CCTV6,http://221.219.96.190:4022/rtp/239.3.1.174:8001
